Latitude;Longitude;Elevation (metres);Distance (KMs);sin_A
-14.29714;132.08363;171.7;289.342;0.038
-14.29759;132.08443;175.5;289.442;0.037363
-14.298;132.08517;178.9;289.533;0.013699
-14.29832;132.08576;179.9;289.606;0.022222
-14.29867;132.08641;181.7;289.687;0.02439
-14.299035;132.087075;183.7;289.769;0.024096
-14.2994;132.08774;185.7;289.852;0.018056
-14.29972;132.08832;187;289.924;0.0069444
-14.30004;132.0889;187.5;289.996;-0.0080645
-14.30031;132.08941;187;290.058;-0.01746
-14.30058;132.08992;185.9;290.121;0.0175
-14.30093;132.09057;187.3;290.201;0.016667
-14.30106;132.09081;187.8;290.231;0.015909
-14.30127;132.09116;188.5;290.275;0.013725
-14.3015;132.09157;189.2;290.326;0.00625
-14.30164;132.09183;189.4;290.358;0.0033333
-14.3019;132.09231;189.6;290.418;0.0066667
-14.30231;132.09303;190.2;290.508;0.02
-14.30261;132.0935;191.4;290.568;0.011538
-14.30302;132.09408;192.3;290.646;-0.0060606
-14.30321;132.09432;192.1;290.679;0.0019231
-14.30351;132.09469;192.2;290.731;-0.0013889
-14.30395;132.09517;192.1;290.803;-0.0017544
-14.30433;132.09553;192;290.86;0
-14.30491;132.09604;192;290.945;0.016667
-14.3056;132.09657;193.6;291.041;0.019298
-14.30601;132.096885;194.7;291.098;0.023214
-14.30642;132.0972;196;291.154;0.021591
-14.30705;132.09769;197.9;291.242;0.045455
-14.30745;132.09799;200.4;291.297;0.037143
-14.3077;132.09818;201.7;291.332;-0.006
-14.30806;132.09846;201.4;291.382;-0.01
-14.30842;132.09874;200.9;291.432;-0.016364
-14.30881;132.09905;200;291.487;-0.021818
-14.3092;132.09936;198.8;291.542;-0.031507
-14.309723;132.09977;196.5;291.615;-0.027397
-14.310247;132.10018;194.5;291.688;-0.021918
-14.31077;132.10059;192.9;291.761;-0.032
-14.31148;132.101148;189.7;291.861;-0.029293
-14.31219;132.101705;186.8;291.96;-0.025253
-14.3129;132.102263;184.3;292.059;-0.026
-14.31361;132.10282;181.7;292.159;-0.03012
-14.31421;132.10329;179.2;292.242;-0.038272
-14.31478;132.103745;176.1;292.323;-0.02875
-14.31535;132.1042;173.8;292.403;-0.029545
-14.31566;132.10446;172.5;292.447;-0.028846
-14.31603;132.104755;171;292.499;-0.028846
-14.3164;132.10505;169.5;292.551;0
-14.31642;132.10506;169.5;292.554;0.016842
-14.3171;132.1056;171.1;292.649;0.010526
-14.31778;132.10612;172.1;292.744;-0.0060241
-14.31837;132.10659;171.6;292.827;0.0096154
-14.318745;132.106885;172.1;292.879;0.0037736
-14.31912;132.10718;172.3;292.932;0.0035294
-14.31973;132.10766;172.6;293.017;0.019277
-14.32032;132.10813;174.2;293.1;0.031707
-14.32091;132.10859;176.8;293.182;0.034444
-14.32155;132.10909;179.9;293.272;0.017391
-14.32221;132.10961;181.5;293.364;0.0085714
-14.3227;132.11001;182.1;293.434;0.013208
-14.323085;132.11031;182.8;293.487;0.0055556
-14.32347;132.11061;183.1;293.541;0.027083
-14.32381;132.11089;184.4;293.589;0
-14.32383;132.11091;184.4;293.592;0.033333
-14.32409;132.11115;185.7;293.631;-0.0041667
-14.32424;132.1113;185.6;293.655;-0.027586
-14.32442;132.1115;184.8;293.684;-0.027941
-14.32482;132.11198;182.9;293.752;-0.029825
-14.32512;132.11241;181.2;293.809;-0.017143
-14.32546;132.11295;180;293.879;0
-14.32566;132.11328;180;293.921;0
-14.32591;132.11369;180;293.973;0
-14.32609;132.11399;180;294.011;-0.0055556
-14.32635;132.11441;179.7;294.065;-0.0054054
-14.32653;132.1147;179.5;294.102;-0.015385
-14.32665;132.11491;179.1;294.128;-0.015068
-14.327;132.11548;178;294.201;-0.016438
-14.32735;132.11605;176.8;294.274;-0.030864
-14.32773;132.11669;174.3;294.355;-0.02381
-14.32794;132.11701;173.3;294.397;-0.022
-14.32822;132.11738;172.2;294.447;-0.011111
-14.32838;132.11756;171.9;294.474;-0.010526
-14.3286;132.11783;171.5;294.512;-0.01087
-14.3289;132.11813;171;294.558;-0.010345
-14.32909;132.11831;170.7;294.587;-0.0125
-14.3292;132.11841;170.5;294.603;-0.015
-14.32933;132.11853;170.2;294.623;-0.021212
-14.32957;132.11872;169.5;294.656;-0.040625
-14.3298;132.1189;168.2;294.688;-0.04
-14.32997;132.11904;167.2;294.713;-0.0375
-14.3301;132.11912;166.6;294.729;-0.033333
-14.33025;132.11923;165.9;294.75;-0.026471
-14.33051;132.11939;165;294.784;-0.021429
-14.33073;132.11952;164.4;294.812;-0.02
-14.33093;132.11962;163.9;294.837;-0.028571
-14.33126;132.11982;162.7;294.879;-0.016049
-14.3319;132.12018;161.4;294.96;0.0098039
-14.33229;132.120415;161.9;295.011;0.008
-14.33268;132.12065;162.3;295.061;-0.0053333
-14.33327;132.12099;161.9;295.136;-0.0075
-14.33389;132.12136;161.3;295.216;-0.0051724
-14.334345;132.121625;161;295.274;0.0017241
-14.3348;132.12189;161.1;295.332;-0.0030769
-14.33531;132.122185;160.9;295.397;0.015385
-14.33582;132.12248;161.9;295.462;0.038596
-14.33626;132.12274;164.1;295.519;0.028947
-14.33654;132.12294;165.2;295.557;0.014815
-14.33694;132.12323;166;295.611;0.0071429
-14.33734;132.12354;166.4;295.667;0.0076923
-14.33761;132.12378;166.7;295.706;0.0068182
-14.33788;132.12407;167;295.75;-0.0013333
-14.338337;132.12458;166.9;295.825;0
-14.338793;132.12509;166.9;295.9;0
-14.33925;132.1256;166.9;295.974;-0.018644
-14.3396;132.12601;165.8;296.033;-0.0016949
-14.33995;132.12642;165.7;296.092;-0.028261
-14.340498;132.127055;163.1;296.184;-0.018478
-14.341045;132.12769;161.4;296.276;-0.0054945
-14.341592;132.128325;160.9;296.367;-0.0043478
-14.34214;132.12896;160.5;296.459;-0.011111
-14.34241;132.12927;160;296.504;0.0041667
-14.34255;132.12944;160.1;296.528;0
-14.34295;132.12989;160.1;296.594;-0.015909
-14.34321;132.1302;159.4;296.638;-0.017778
-14.34349;132.1305;158.6;296.683;-0.027273
-14.34401;132.13112;156.2;296.771;-0.019737
-14.34447;132.13164;154.7;296.847;-0.017105
-14.34493;132.13216;153.4;296.923;-0.018182
-14.345255;132.132535;152.4;296.978;-0.024074
-14.34558;132.13291;151.1;297.032;-0.016667
-14.34594;132.133325;150.1;297.092;0
-14.3463;132.13374;150.1;297.152;0.032727
-14.346635;132.13412;151.9;297.207;0.035714
-14.34697;132.1345;153.9;297.263;0.028736
-14.34749;132.1351;156.4;297.35;0.018644
-14.34786;132.1355;157.5;297.409;0.010345
-14.34824;132.13586;158.1;297.467;0.015
-14.34852;132.1361;158.7;297.507;0.016667
-14.34869;132.13623;159.1;297.531;0.015385
-14.34888;132.13638;159.5;297.557;0
-14.3491;132.13654;159.5;297.587;-0.0078947
-14.34939;132.13672;159.2;297.625;-0.0083333
-14.34976;132.13695;158.8;297.673;-0.0029412
-14.35003;132.1371;158.7;297.707;0.003125
-14.35055;132.13734;158.9;297.771;-0.0026316
-14.35087;132.13746;158.8;297.809;-0.04
-14.35113;132.13755;157.6;297.839;-0.032143
-14.35137;132.13763;156.7;297.867;-0.025806
-14.35164;132.13771;155.9;297.898;-0.014286
-14.35194;132.13778;155.4;297.933;-0.020513
-14.35229;132.13785;154.6;297.972;-0.0027778
-14.35293;132.137935;154.4;298.044;-0.0041667
-14.35357;132.13802;154.1;298.116;0.0095238
-14.354315;132.138115;154.9;298.2;0.012048
-14.35506;132.13821;155.9;298.283;0.0076923
-14.355865;132.138315;156.6;298.374;-0.0011111
-14.35667;132.13842;156.5;298.464;-0.0016949
-14.3572;132.138495;156.4;298.523;-0.0016667
-14.35773;132.13857;156.3;298.583;0.0064935
-14.35842;132.13866;156.8;298.66;0.0014925
-14.35901;132.13877;156.9;298.727;-0.029
-14.35987;132.13903;154;298.827;-0.038333
-14.36037;132.13923;151.7;298.887;-0.022667
-14.36098;132.13953;150;298.962;-0.019444
-14.36127;132.13969;149.3;298.998;-0.015789
-14.36156;132.13987;148.7;299.036;-0.011111
-14.36203;132.14019;148;299.099;-0.0041667
-14.36221;132.14032;147.9;299.123;-0.0076923
-14.36238;132.14048;147.7;299.149;-0.0028571
-14.36285;132.14092;147.5;299.219;0.0175
-14.36311;132.14117;148.2;299.259;0.021739
-14.36339;132.14148;149.2;299.305;-0.0015873
-14.36374;132.14194;149.1;299.368;-0.002
-14.364;132.14232;149;299.418;0
-14.36434;132.14288;149;299.489;-0.011688
-14.36469;132.14349;148.1;299.566;-0.010937
-14.36499;132.144;147.4;299.63;-0.01413
-14.36541;132.14473;146.1;299.722;-0.020225
-14.36581;132.14545;144.3;299.811;-0.021649
-14.36625;132.14623;142.2;299.908;-0.013095
-14.36663;132.1469;141.1;299.992;-0.014035
-14.36689;132.14735;140.3;300.049;-0.023214
-14.36715;132.1478;139;300.105;-0.022353
-14.36754;132.14848;137.1;300.19;-0.0047619
-14.36783;132.148975;136.8;300.253;-0.0064516
-14.36812;132.14947;136.4;300.315;-0.012121
-14.368415;132.15;135.6;300.381;-0.0090909
-14.36871;132.15053;135;300.447;0.0017544
-14.368965;132.15099;135.1;300.504;-0.0052632
-14.36922;132.15145;134.8;300.561;0.01125
-14.3696;132.15208;135.7;300.641;0.02029
-14.369915;132.15263;137.1;300.71;0.027536
-14.37023;132.15318;139;300.779;0.0055556
-14.37048;132.153605;139.3;300.833;0.011321
-14.37073;132.15403;139.9;300.886;0.014474
-14.37108;132.154635;141;300.962;0.025
-14.37143;132.15524;142.9;301.038;0.0058824
-14.37174;132.155785;143.3;301.106;0.015942
-14.37205;132.15633;144.4;301.175;0.018519
-14.37219;132.15654;144.9;301.202;-0.0037736
-14.37246;132.15694;144.7;301.255;0
-14.37286;132.15748;144.7;301.328;-0.0090909
-14.37319;132.15786;144.2;301.383;-0.010909
-14.37352;132.15824;143.6;301.438;-0.010526
-14.37383;132.158665;143;301.495;0.02069
-14.37414;132.15909;144.2;301.553;0.010638
-14.37459;132.15983;145.2;301.647;0.0030612
-14.375006;132.160628;145.5;301.745;0.0010309
-14.375422;132.161426;145.6;301.842;-0.013265
-14.375838;132.162225;144.3;301.94;-0.012245
-14.376254;132.163023;143.1;302.038;-0.022449
-14.376669;132.163821;140.9;302.136;-0.021649
-14.377085;132.164619;138.8;302.233;-0.0061224
-14.377501;132.165418;138.2;302.331;-0.0061224
-14.377917;132.166216;137.6;302.429;-0.0081633
-14.378333;132.167014;136.8;302.527;-0.0051546
-14.378749;132.167812;136.3;302.624;0.0061224
-14.379165;132.168611;136.9;302.722;-0.0061224
-14.379581;132.169409;136.3;302.82;-0.011224
-14.379996;132.170207;135.2;302.918;-0.0020619
-14.380412;132.171005;135;303.015;0.0010204
-14.380828;132.171804;135.1;303.113;0.0040816
-14.381244;132.172602;135.5;303.211;-0.014433
-14.38166;132.1734;134.1;303.308;0.0020619
-14.38212;132.17416;134.3;303.405;-0.003125
-14.38267;132.17484;134;303.501;-0.016667
-14.38307;132.175215;133;303.561;-0.013333
-14.38347;132.17559;132.2;303.621;-0.0016393
-14.383925;132.1759;132.1;303.682;-0.0066667
-14.38438;132.17621;131.7;303.742;-0.02459
-14.384875;132.176435;130.2;303.803;-0.026667
-14.38537;132.17666;128.6;303.863;-0.018966
-14.385875;132.176805;127.5;303.921;0.0068966
-14.38638;132.17695;127.9;303.979;-0.011224
-14.387254;132.17705;126.8;304.077;-0.020408
-14.388129;132.17715;124.8;304.175;-0.0081633
-14.389003;132.17725;124;304.273;0.0061224
-14.389878;132.17735;124.6;304.371;-0.0061224
-14.390752;132.17745;124;304.469;-0.010204
-14.391627;132.17755;123;304.567;0.0061224
-14.392501;132.17765;123.6;304.665;0.013265
-14.393376;132.17775;124.9;304.763;0.0030612
-14.39425;132.17785;125.2;304.861;0.0076923
-14.394815;132.177995;125.7;304.926;0.0092308
-14.39538;132.17814;126.3;304.991;0.0087719
-14.39586;132.17833;126.8;305.048;0.0087719
-14.39634;132.17852;127.3;305.105;0.0044944
-14.397055;132.1789;127.7;305.194;0.012222
-14.39777;132.17928;128.8;305.284;0.023333
-14.398485;132.17966;130.9;305.374;0.016854
-14.3992;132.18004;132.4;305.463;0.018889
-14.399915;132.18042;134.1;305.553;0.0089888
-14.40063;132.1808;134.9;305.642;0.0022222
-14.401345;132.18118;135.1;305.732;0.0011236
-14.40206;132.18156;135.2;305.821;0.0040816
-14.40281;132.18204;135.6;305.919;0.012727
-14.40319;132.182355;136.3;305.974;0.02037
-14.40357;132.18267;137.4;306.028;0.0023529
-14.4041;132.18324;137.6;306.113;0.0053333
-14.4045;132.1838;138;306.188;0
-14.40484;132.18436;138;306.259;0
-14.40515;132.185;138;306.336;0
-14.40535;132.18553;138;306.398;-0.0024096
-14.40556;132.18627;137.8;306.481;-0.0072165
-14.405741;132.187152;137.1;306.578;-0.0041237
-14.405922;132.188034;136.7;306.675;-0.016327
-14.406103;132.188917;135.1;306.773;-0.019588
-14.406284;132.189799;133.2;306.87;-0.012371
-14.406466;132.190681;132;306.967;-0.018557
-14.406647;132.191563;130.2;307.064;0.0020408
-14.406828;132.192446;130.4;307.162;-0.012371
-14.407009;132.193328;129.2;307.259;-0.020619
-14.40719;132.19421;127.2;307.356;-0.002381
-14.40735;132.194975;127;307.44;-0.0058824
-14.40751;132.19574;126.5;307.525;-0.0024096
-14.407664;132.196494;126.3;307.608;-0.013253
-14.407818;132.197248;125.2;307.691;0
-14.407972;132.198002;125.2;307.774;0.0048193
-14.408126;132.198756;125.6;307.857;0.0072289
-14.40828;132.19951;126.2;307.94;0.019231
-14.40832;132.19975;126.7;307.966;0.014815
-14.40837;132.19999;127.1;307.993;0.0098592
-14.408505;132.200635;127.8;308.064;-0.011268
-14.40864;132.20128;127;308.135;-0.0032258
-14.40875;132.20184;126.8;308.197;0
-14.408855;132.20232;126.8;308.25;0.0075472
-14.40896;132.2028;127.2;308.303;0.0081081
-14.40905;132.20313;127.5;308.34;0.011111
-14.40915;132.20345;127.9;308.376;0.0030303
-14.40924;132.20374;128;308.409;-0.0052632
-14.40937;132.20407;127.8;308.447;-0.0054054
-14.40951;132.20438;127.6;308.484;-0.0074074
-14.40961;132.20461;127.4;308.511;-0.0125
-14.40964;132.20467;127.3;308.519;-0.010256
-14.4098;132.20499;126.9;308.558;-0.0028571
-14.40996;132.20527;126.8;308.593;-0.0085714
-14.41013;132.20555;126.5;308.628;-0.0064935
-14.41054;132.20612;126;308.705;-0.022222
-14.41065;132.20625;125.6;308.723;-0.018367
-14.41093;132.20659;124.7;308.772;-0.0097561
-14.41119;132.20686;124.3;308.813;0.0078947
-14.41169;132.20734;124.9;308.889;0.009434
-14.41207;132.20764;125.4;308.942;0.017188
-14.41254;132.20798;126.5;309.006;0.012069
-14.413;132.208245;127.2;309.064;0.018644
-14.41346;132.20851;128.3;309.123;0.02439
-14.4138;132.20866;129.3;309.164;0.024468
-14.414571;132.209012;131.6;309.258;0.015957
-14.415343;132.209364;133.1;309.352;-0.012766
-14.416114;132.209716;131.9;309.446;-0.018085
-14.416886;132.210069;130.2;309.54;0.0010638
-14.417657;132.210421;130.3;309.634;-0.010638
-14.418429;132.210773;129.3;309.728;-0.0043011
-14.4192;132.211125;128.9;309.821;0.014894
-14.419971;132.211477;130.3;309.915;-0.0021277
-14.420743;132.211829;130.1;310.009;-0.010638
-14.421514;132.212181;129.1;310.103;-0.0010638
-14.422286;132.212534;129;310.197;-0.010638
-14.423057;132.212886;128;310.291;-0.006383
-14.423829;132.213238;127.4;310.385;-0.0042553
-14.4246;132.21359;127;310.479;0
-14.42507;132.213815;127;310.536;-0.02069
-14.42554;132.21404;125.8;310.594;-0.0057971
-14.426075;132.214355;125.4;310.663;0
-14.42661;132.21467;125.4;310.731;-0.0049383
-14.42721;132.21509;125;310.812;0
-14.42748;132.21531;125;310.85;0
-14.42792;132.21566;125;310.912;0
-14.42845;132.21611;125;310.988;0.0070175
-14.42882;132.21647;125.4;311.045;0.0012346
-14.42934;132.217;125.5;311.126;0.014815
-14.42966;132.21737;126.3;311.18;0.015254
-14.43001;132.21778;127.2;311.239;0
-14.43031;132.21819;127.2;311.294;-0.0092593
-14.43059;132.2186;126.7;311.348;-0.004878
-14.43098;132.21924;126.3;311.43;-0.018667
-14.43134;132.21983;124.9;311.505;-0.011429
-14.43167;132.220385;124.1;311.575;-0.012857
-14.432;132.22094;123.2;311.645;-0.024561
-14.43227;132.221385;121.8;311.702;-0.030357
-14.43254;132.22183;120.1;311.758;-0.015625
-14.43284;132.22233;119.1;311.822;0
-14.43331;132.223118;119.1;311.922;0.0020202
-14.43378;132.223906;119.3;312.021;-0.01
-14.43425;132.224694;118.3;312.121;0.007
-14.43472;132.225481;119;312.221;-0.005
-14.43519;132.226269;118.5;312.321;0.0010101
-14.43566;132.227057;118.6;312.42;0.005
-14.43613;132.227845;119.1;312.52;0.016
-14.4366;132.228633;120.7;312.62;-0.007
-14.43707;132.229421;120;312.72;-0.0020202
-14.43754;132.230209;119.8;312.819;-0.003
-14.43801;132.230996;119.5;312.919;-0.01
-14.43848;132.231784;118.5;313.019;-0.011
-14.43895;132.232572;117.4;313.119;-0.012121
-14.43942;132.23336;116.2;313.218;-0.018571
-14.439775;132.233895;114.9;313.288;0.0014286
-14.44013;132.23443;115;313.358;0.0041096
-14.440527;132.23497;115.3;313.431;0.023288
-14.440923;132.23551;117;313.504;0.0081081
-14.44132;132.23605;117.6;313.578;-0.012195
-14.441768;132.236654;116.6;313.66;-0.013415
-14.442216;132.237258;115.5;313.742;-0.004878
-14.442664;132.237862;115.1;313.824;-0.002439
-14.443112;132.238466;114.9;313.906;-0.02439
-14.44356;132.23907;112.9;313.988;-0.02037
-14.44386;132.23947;111.8;314.042;-0.036364
-14.44416;132.23987;109.8;314.097;-0.025
-14.44436;132.24014;108.9;314.133;-0.0028571
-14.44456;132.24039;108.8;314.168;0.021212
-14.44475;132.24062;109.5;314.201;0.013043
-14.44503;132.24094;110.1;314.247;0.015
-14.44541;132.24133;111;314.307;0.017391
-14.4457;132.24163;111.8;314.353;-0.011905
-14.44598;132.24189;111.3;314.395;-0.02
-14.44639;132.24226;110.1;314.455;-0.013793
-14.44679;132.2426;109.3;314.513;0.0023256
-14.447388;132.243104;109.5;314.599;0.0011628
-14.447986;132.243608;109.6;314.685;-0.0046512
-14.448584;132.244112;109.2;314.771;-0.0034884
-14.449182;132.244616;108.9;314.857;0
-14.44978;132.24512;108.9;314.943;0.010526
-14.45004;132.24535;109.3;314.981;0.003125
-14.45071;132.24592;109.6;315.077;-0.0084507
-14.4512;132.246335;109;315.148;0
-14.45169;132.24675;109;315.218;0
-14.45184;132.24687;109;315.239;-0.018293
-14.4524;132.24736;107.5;315.321;0
-14.45261;132.24754;107.5;315.352;0.01
-14.45268;132.2476;107.6;315.362;0.0125
-14.45274;132.24765;107.7;315.37;0.0066667
-14.45295;132.24782;107.9;315.4;0.0064516
-14.45317;132.248;108.1;315.431;0.0013699
-14.45367;132.24844;108.2;315.504;0
-14.45372;132.2485;108.2;315.513;0.0040541
-14.4542;132.24897;108.5;315.587;0.0048387
-14.45456;132.24941;108.8;315.649;-0.01129
-14.45492;132.24985;108.1;315.711;-0.0092105
-14.45535;132.2504;107.4;315.787;0.0065789
-14.45578;132.25095;107.9;315.863;-0.0052632
-14.45621;132.2515;107.5;315.939;-0.010811
-14.45642;132.25176;107.1;315.976;-0.002439
-14.45665;132.25206;107;316.017;-0.0089286
-14.45697;132.25246;106.5;316.073;0.0042553
-14.457495;132.253137;106.9;316.167;0.0010753
-14.45802;132.253815;107;316.26;-0.0010638
-14.458545;132.254492;106.9;316.354;-0.0043011
-14.45907;132.25517;106.5;316.447;0.010112
-14.459565;132.25582;107.4;316.536;0.01236
-14.46006;132.25647;108.5;316.625;-0.0080645
-14.4604;132.256915;108;316.687;0.011475
-14.46074;132.25736;108.7;316.748;-0.052
-14.46116;132.25791;104.8;316.823;-0.05977
-14.46163;132.25855;99.6;316.91;-0.02381
-14.46175;132.2587;99.1;316.931;-0.018182
-14.46181;132.25878;98.9;316.942;-0.0090909
-14.46188;132.25886;98.8;316.953;0.04127
-14.46223;132.25932;101.4;317.016;0.065909
-14.46249;132.25963;104.3;317.06;0.058824
-14.46259;132.25974;105.3;317.077;0.05
-14.46262;132.25983;105.8;317.087;0.05
-14.46263;132.25987;106;317.091;0.052941
-14.46274;132.25998;106.9;317.108;0.033333
-14.46285;132.26009;107.5;317.126;0.017647
-14.46296;132.2602;107.8;317.143;0.022222
-14.46301;132.26027;108;317.152;0.013953
-14.46326;132.26058;108.6;317.195;0.0093333
-14.46368;132.26112;109.3;317.27;-0.012857
-14.46407;132.261625;108.4;317.34;0.0043478
-14.46446;132.26213;108.7;317.409;0.01
-14.4649;132.26271;109.5;317.489;-0.0025316
-14.46534;132.26329;109.3;317.568;-0.0081967
-14.46568;132.26373;108.8;317.629;-0.0068182
-14.46592;132.26406;108.5;317.673;-0.005
-14.46623;132.264515;108.2;317.733;0.005
-14.46654;132.26497;108.5;317.793;-0.0055556
-14.46682;132.26538;108.2;317.847;-0.015054
-14.46731;132.26608;106.8;317.94;-0.017647
-14.46748;132.26634;106.2;317.974;0.0034483
-14.46762;132.26656;106.3;318.003;0.02
-14.46777;132.26679;106.9;318.033;0.030769
-14.46782;132.2669;107.3;318.046;0.022857
-14.46797;132.26719;108.1;318.081;0.011628
-14.46814;132.26755;108.6;318.124;0.0125
-14.4682;132.26768;108.8;318.14;0.0090909
-14.46823;132.26778;108.9;318.151;0
-14.46828;132.26793;108.9;318.168;-0.01875
-14.46836;132.26821;108.3;318.2;-0.013333
-14.46843;132.26848;107.9;318.23;0.0029851
-14.468577;132.269083;108.1;318.297;-0.014925
-14.468723;132.269687;107.1;318.364;-0.0029851
-14.46887;132.27029;106.9;318.431;0.0088235
-14.469;132.27091;107.5;318.499;0.0036585
-14.46913;132.27166;107.8;318.581;-0.0042857
-14.46923;132.2723;107.5;318.651;0
-14.46933;132.27294;107.5;318.721;-0.0014286
-14.46943;132.27358;107.4;318.791;-0.0068966
-14.469565;132.274375;106.8;318.878;-0.0091954
-14.4697;132.27517;106;318.965;0.0063291
-14.46987;132.27588;106.5;319.044;0.009375
-14.470015;132.27646;107.1;319.108;0.0092308
-14.47016;132.27704;107.7;319.173;0.0083333
-14.47027;132.27747;108.1;319.221;-0.0014925
-14.47042;132.27807;108;319.288;0.0074627
-14.47057;132.27867;108.5;319.355;0.0090909
-14.47072;132.27927;109.1;319.421;0.014286
-14.47075;132.27939;109.3;319.435;0.0090909
-14.47077;132.27949;109.4;319.446;0.0090909
-14.470965;132.28028;110.2;319.534;0.013793
-14.47116;132.28107;111.4;319.621;0.0079545
-14.471355;132.28186;112.1;319.709;-0.0090909
-14.47155;132.28265;111.3;319.797;-0.010811
-14.471713;132.28331;110.5;319.871;0.0013699
-14.471877;132.28397;110.6;319.944;0.014865
-14.47204;132.28463;111.7;320.018;0.013333
-14.47218;132.28517;112.5;320.078;0.0081967
-14.472315;132.285725;113;320.139;0.012903
-14.47245;132.28628;113.8;320.201;-0.0046875
-14.4726;132.286855;113.5;320.265;-0.010937
-14.47275;132.28743;112.8;320.329;-0.0059524
-14.472935;132.288185;112.3;320.413;-0.013095
-14.47312;132.28894;111.2;320.497;0
-14.47312;132.28897;111.2;320.501;0.0054945
-14.47329;132.2898;111.7;320.592;0.0068966
-14.47336;132.29006;111.9;320.621;0
-14.47345;132.29027;111.9;320.646;-0.0068966
-14.47358;132.29079;111.5;320.704;-0.006
-14.47369;132.29124;111.2;320.754;0.0075
-14.473866;132.291962;111.8;320.834;-0.00125
-14.474042;132.292684;111.7;320.914;-0.0037037
-14.474218;132.293406;111.4;320.995;-0.00375
-14.474394;132.294128;111.1;321.075;-0.0025
-14.47457;132.29485;110.9;321.155;0.0011628
-14.47476;132.29562;111;321.241;-0.0017544
-14.4749;132.29613;110.9;321.298;0
-14.475099;132.296931;110.9;321.387;0.005618
-14.475297;132.297733;111.4;321.476;-0.0022472
-14.475496;132.298534;111.2;321.565;-0.01
-14.475694;132.299336;110.3;321.655;-0.0011236
-14.475893;132.300137;110.2;321.744;0.02809
-14.476091;132.300939;112.7;321.833;-0.0011236
-14.47629;132.30174;112.6;321.922;-0.010169
-14.47642;132.30227;112;321.981;0
-14.47655;132.3028;112;322.04;-0.0029412
-14.4767;132.303415;111.8;322.108;-0.014493
-14.47685;132.30403;110.8;322.177;0.0042553
-14.477065;132.304875;111.2;322.271;-0.0021277
-14.47728;132.30572;111;322.365;0
-14.47742;132.306335;111;322.433;0.0073529
-14.47756;132.30695;111.5;322.501;-0.005102
-14.47778;132.307832;111;322.599;0.0010204
-14.478;132.308713;111.1;322.697;0
-14.47822;132.309595;111.1;322.795;0
-14.47844;132.310476;111.1;322.894;0.013265
-14.47866;132.311358;112.4;322.992;0.015306
-14.47888;132.312239;113.9;323.09;0.0010204
-14.4791;132.313121;114;323.188;-0.010204
-14.47932;132.314002;113;323.286;0
-14.47954;132.314884;113;323.384;-0.0081633
-14.47976;132.315765;112.2;323.482;0.019388
-14.47998;132.316647;114.1;323.58;0.012121
-14.4802;132.317528;115.3;323.679;0.0010204
-14.48042;132.31841;115.4;323.777;0.0014286
-14.48057;132.31904;115.5;323.847;0.0057143
-14.48072;132.31967;115.9;323.917;-0.0072464
-14.48087;132.3203;115.4;323.986;-0.0080808
-14.48109;132.32119;114.6;324.085;0.0027027
-14.481255;132.32185;114.8;324.159;0.009589
-14.48142;132.32251;115.5;324.232;-0.0015625
-14.48157;132.323075;115.4;324.296;-0.0095238
-14.48172;132.32364;114.8;324.359;0
-14.48173;132.32367;114.8;324.362;-0.0053333
-14.481897;132.324347;114.4;324.437;0.011842
-14.482063;132.325023;115.3;324.513;0.0093333
-14.48223;132.3257;116;324.588;0
-14.48226;132.32582;116;324.601;0.0018182
-14.48238;132.32631;116.1;324.656;0.0038462
-14.48249;132.32678;116.3;324.708;0.018056
-14.482645;132.32743;117.6;324.78;-0.0055556
-14.4828;132.32808;117.2;324.852;-0.012644
-14.483;132.32886;116.1;324.939;-0.0070175
-14.483125;132.329375;115.7;324.996;0.0017241
-14.48325;132.32989;115.8;325.054;0.0060606
-14.4834;132.33049;116.2;325.12;0.009434
-14.48352;132.330965;116.7;325.173;-0.0037736
-14.48364;132.33144;116.5;325.226;0.0060606
-14.48371;132.33174;116.7;325.259;0.012195
-14.4839;132.33247;117.7;325.341;0.017647
-14.48391;132.33263;118;325.358;0.0073529
-14.484047;132.33324;118.5;325.426;0.01194
-14.484183;132.33385;119.3;325.493;0.020588
-14.48432;132.33446;120.7;325.561;-0.0041667
-14.48438;132.33468;120.6;325.585;-0.0016667
-14.48452;132.335215;120.5;325.645;0.0066667
-14.48466;132.33575;120.9;325.705;0.0052632
-14.4847;132.33592;121;325.724;0
-14.4848;132.33636;121;325.772;0
-14.48492;132.337;121;325.843;0
-14.48495;132.33722;121;325.867;-0.013636
-14.48502;132.33783;120.1;325.933;-0.013793
-14.48507;132.33837;119.3;325.991;0.011321
-14.48508;132.33886;119.9;326.044;0.026923
-14.48509;132.3391;120.6;326.07;0.023529
-14.48511;132.33926;121;326.087;-0.016667
-14.4851;132.33931;120.9;326.093;-0.01087
-14.48508;132.33974;120.4;326.139;0
-14.48502;132.34017;120.4;326.186;0.008
-14.48496;132.34063;120.8;326.236;0.013793
-14.48492;132.3409;121.2;326.265;0.013115
-14.48481;132.34145;122;326.326;0
-14.48468;132.34189;122;326.376;0
-14.48457;132.34227;122;326.418;0
-14.48442;132.34274;122;326.472;0.0043478
-14.48426;132.34314;122.2;326.518;-0.016393
-14.48403;132.34365;121.2;326.579;-0.017391
-14.48384;132.34403;120.4;326.625;0.017742
