Latitude;Longitude;Elevation (metres);Distance (KMs);sin_A
-31.456489;137.03525;95.4;2585.158;0.015625
-31.45714;137.035925;96.9;2585.254;0.037113
-31.457792;137.0366;100.5;2585.351;0.03299
-31.458443;137.037275;103.7;2585.448;0.023711
-31.459095;137.03795;106;2585.545;0.019588
-31.459746;137.038625;107.9;2585.642;0.009375
-31.460398;137.0393;108.8;2585.738;0.016495
-31.461049;137.039975;110.4;2585.835;-0.0082474
-31.461701;137.04065;109.6;2585.932;-0.03299
-31.462352;137.041325;106.4;2586.029;-0.017526
-31.463004;137.042;104.7;2586.126;-0.016667
-31.463655;137.042675;103.1;2586.222;-0.0072165
-31.464307;137.04335;102.4;2586.319;0.0030928
-31.464958;137.044025;102.7;2586.416;-0.025773
-31.46561;137.0447;100.2;2586.513;-0.010714
-31.46598;137.045105;99.6;2586.569;-0.0035714
-31.46635;137.04551;99.4;2586.625;0.0090909
-31.466675;137.045935;99.9;2586.68;0.0037037
-31.467;137.04636;100.1;2586.734;0
-31.46728;137.046785;100.1;2586.785;0.0078431
-31.46756;137.04721;100.5;2586.836;0.018182
-31.46807;137.04807;102.3;2586.935;-0.0032609
-31.46849;137.0489;102;2587.027;0
-31.46871;137.04941;102;2587.081;0
-31.46893;137.04992;102;2587.135;0.017526
-31.469294;137.050843;103.7;2587.232;0.013402
-31.469658;137.051767;105;2587.329;-0.0041667
-31.470021;137.05269;104.6;2587.425;0.0030928
-31.470385;137.053613;104.9;2587.522;-0.011458
-31.470749;137.054537;103.8;2587.618;-0.0030928
-31.471113;137.05546;103.5;2587.715;0.0083333
-31.471476;137.056383;104.3;2587.811;0.01134
-31.47184;137.057307;105.4;2587.908;0.015625
-31.472204;137.05823;106.9;2588.004;-0.0082474
-31.472568;137.059153;106.1;2588.101;-0.017526
-31.472931;137.060077;104.4;2588.198;0.009375
-31.473295;137.061;105.3;2588.294;0.0051546
-31.473659;137.061923;105.8;2588.391;-0.003125
-31.474023;137.062847;105.5;2588.487;0.0061856
-31.474386;137.06377;106.1;2588.584;0.0083333
-31.47475;137.064693;106.9;2588.68;0
-31.475114;137.065617;106.9;2588.777;-0.0051546
-31.475478;137.06654;106.4;2588.874;0.015625
-31.475841;137.067463;107.9;2588.97;0.024742
-31.476205;137.068387;110.3;2589.067;0.0072917
-31.476569;137.06931;111;2589.163;0.010309
-31.476933;137.070233;112;2589.26;0.013542
-31.477296;137.071157;113.3;2589.356;0.0072165
-31.47766;137.07208;114;2589.453;0
-31.47796;137.072843;114;2589.533;-0.00625
-31.47826;137.073607;113.5;2589.613;-0.0063291
-31.47856;137.07437;113;2589.692;-0.0076923
-31.47875;137.07487;112.6;2589.744;-0.017241
-31.47885;137.07515;112.1;2589.773;-0.017241
-31.47918;137.075985;110.6;2589.86;0.0079545
-31.47951;137.07682;111.3;2589.948;0.033333
-31.4798;137.077565;113.9;2590.026;0.027273
-31.48009;137.07831;116;2590.103;0
-31.480285;137.078825;116;2590.157;-0.013208
-31.48048;137.07934;115.3;2590.21;-0.018033
-31.480735;137.07991;114.2;2590.271;0.012903
-31.48099;137.08048;115;2590.333;-0.014118
-31.481425;137.081225;113.8;2590.418;-0.018605
-31.48186;137.08197;112.2;2590.504;-0.0011494
-31.4824;137.08264;112.1;2590.591;0
-31.48283;137.083065;112.1;2590.654;0.01746
-31.48326;137.08349;113.2;2590.717;0.0025641
-31.483833;137.08396;113.4;2590.795;0.011688
-31.484407;137.08443;114.3;2590.872;0.012821
-31.48498;137.0849;115.3;2590.95;0.011392
-31.48555;137.085383;116.2;2591.029;0.010256
-31.48612;137.085867;117;2591.107;0.0012821
-31.48669;137.08635;117.1;2591.185;0.013095
-31.487307;137.08686;118.2;2591.269;0.019048
-31.487923;137.08737;119.8;2591.353;0.019048
-31.48854;137.08788;121.4;2591.437;0.019481
-31.489103;137.088343;122.9;2591.514;0.010526
-31.489667;137.088807;123.7;2591.59;-0.020779
-31.49023;137.08927;122.1;2591.667;-0.015663
-31.490833;137.089777;120.8;2591.75;-0.004878
-31.491437;137.090283;120.4;2591.832;-0.0072289
-31.49204;137.09079;119.8;2591.915;0.0014085
-31.492563;137.091227;119.9;2591.986;0.015278
-31.493087;137.091663;121;2592.058;0
-31.49361;137.0921;121;2592.129;0
-31.49417;137.092563;121;2592.206;-0.0026316
-31.49473;137.093027;120.8;2592.282;0.017105
-31.49529;137.09349;122.1;2592.358;0.012676
-31.49581;137.09392;123;2592.429;-0.014085
-31.49633;137.09435;122;2592.5;-0.012676
-31.49685;137.09478;121.1;2592.571;-0.004
-31.4974;137.09524;120.8;2592.646;0.0066667
-31.49795;137.0957;121.3;2592.721;0.018667
-31.4985;137.09616;122.7;2592.796;-0.0012048
-31.499107;137.096663;122.6;2592.879;0.0072289
-31.499713;137.097167;123.2;2592.962;0.017073
-31.50032;137.09767;124.6;2593.044;0.008642
-31.500913;137.098165;125.3;2593.125;-0.01358
-31.501505;137.09866;124.2;2593.206;-0.014815
-31.502097;137.099155;123;2593.287;0
-31.50269;137.09965;123;2593.368;0.017204
-31.503368;137.100215;124.6;2593.461;0
-31.504045;137.10078;124.6;2593.553;0.015054
-31.504722;137.101345;126;2593.646;-0.010753
-31.5054;137.10191;125;2593.739;0.0010101
-31.50613;137.102513;125.1;2593.838;0.0050505
-31.50686;137.103117;125.6;2593.937;0
-31.50759;137.10372;125.6;2594.037;0.021348
-31.50824;137.104263;127.5;2594.126;0.038636
-31.50889;137.104807;130.9;2594.214;0.029213
-31.50954;137.10535;133.5;2594.303;0.036471
-31.51016;137.105863;136.6;2594.388;0.027381
-31.51078;137.106377;138.9;2594.472;-0.012941
-31.5114;137.10689;137.8;2594.557;0.0093023
-31.512033;137.10742;138.6;2594.643;0
-31.512667;137.10795;138.6;2594.73;0.0022989
-31.5133;137.10848;138.8;2594.817;0.0020833
-31.514005;137.10907;139;2594.913;0.013542
-31.51471;137.10966;140.3;2595.009;0.025287
-31.51534;137.110187;142.5;2595.096;0.005814
-31.51597;137.110713;143;2595.182;-0.011628
-31.5166;137.11124;142;2595.268;-0.020988
-31.5172;137.11172;140.3;2595.349;0
-31.51756;137.11206;140.3;2595.4;0.022472
-31.51814;137.11271;142.3;2595.489;0.0089552
-31.51853;137.113245;142.9;2595.556;0.0074627
-31.51892;137.11378;143.4;2595.623;0.0061728
-31.51935;137.11447;143.9;2595.704;-0.011111
-31.51978;137.11516;143;2595.785;0.01358
-31.52021;137.11585;144.1;2595.866;0.040964
-31.520663;137.116543;147.5;2595.949;0.028916
-31.521117;137.117237;149.9;2596.032;0.015663
-31.52157;137.11793;151.2;2596.115;0
-31.52163;137.11801;151.2;2596.125;-0.0098361
-31.52203;137.11845;150.6;2596.186;-0.02
-31.52209;137.11852;150.4;2596.196;-0.016667
-31.52213;137.11857;150.3;2596.202;-0.0044776
-31.52258;137.11903;150;2596.269;0
-31.52267;137.11911;150;2596.281;0.0098039
-31.52304;137.11942;150.5;2596.332;0.016667
-31.52309;137.11946;150.6;2596.338;0.011364
-31.52342;137.11971;151.1;2596.382;0.0037975
-31.52404;137.12011;151.4;2596.461;0
-31.52406;137.12012;151.4;2596.463;-0.0055556
-31.52435;137.12029;151.2;2596.499;-0.0029412
-31.52462;137.12044;151.1;2596.533;-0.0052632
-31.52493;137.12062;150.9;2596.571;-0.0057143
-31.52549;137.12094;150.5;2596.641;-0.0083333
-31.52598;137.12122;150;2596.701;-0.0090909
-31.52607;137.12127;149.9;2596.712;0.0071429
-31.526862;137.121714;150.6;2596.81;-0.011224
-31.527654;137.122158;149.5;2596.908;0.0041237
-31.528446;137.122602;149.9;2597.005;0.0081633
-31.529238;137.123046;150.7;2597.103;0.0091837
-31.53003;137.12349;151.6;2597.201;0.0042553
-31.530792;137.12392;152;2597.295;-0.0021277
-31.531554;137.12435;151.8;2597.389;-0.0010638
-31.532316;137.12478;151.7;2597.483;0.0031915
-31.533078;137.12521;152;2597.577;0.0084211
-31.53384;137.12564;152.8;2597.672;0.0025974
-31.53447;137.125995;153;2597.749;-0.017949
-31.5351;137.12635;151.6;2597.827;0.0125
-31.53581;137.12675;152.7;2597.915;0.017857
-31.53604;137.12687;153.2;2597.943;0.016
-31.53625;137.12698;153.6;2597.968;-0.0039216
-31.53668;137.12716;153.4;2598.019;-0.02
-31.53672;137.12718;153.3;2598.024;-0.011429
-31.53702;137.12729;152.9;2598.059;-0.0083333
-31.53723;137.12735;152.7;2598.083;-0.0069767
-31.5376;137.12746;152.4;2598.126;0.0071429
-31.53797;137.12754;152.7;2598.168;0.02
-31.53802;137.12755;152.8;2598.173;0.00625
-31.5383;137.12759;153;2598.205;-0.013208
-31.53878;137.12764;152.3;2598.258;-0.0041096
-31.53943;137.12767;152;2598.331;0
-31.53964;137.12767;152;2598.354;0.01194
-31.54024;137.12766;152.8;2598.421;0.0094595
-31.54091;137.12765;153.5;2598.495;0.0051948
-31.5416;137.12764;153.9;2598.572;0.0025974
-31.54229;137.12763;154.1;2598.649;0.019444
-31.54294;137.12762;155.5;2598.721;0.016438
-31.54359;137.12761;156.7;2598.794;0.012121
-31.54418;137.12757;157.5;2598.86;0.020988
-31.54491;137.12747;159.2;2598.941;0.033333
-31.54493;137.12747;159.3;2598.944;0.021212
-31.54522;137.1274;160;2598.977;0
-31.54575;137.12725;160;2599.037;0.0054054
-31.54638;137.12702;160.4;2599.111;0.0026316
-31.5467;137.12687;160.5;2599.149;-0.005814
-31.5474;137.12649;160;2599.235;0.0057692
-31.5478;137.126215;160.3;2599.287;0.017647
-31.5482;137.12594;161.2;2599.338;0.01087
-31.54856;137.1257;161.7;2599.384;-0.011765
-31.54869;137.12561;161.5;2599.401;-0.009375
-31.5492;137.1253;160.9;2599.465;-0.0093023
-31.54991;137.12494;160.1;2599.551;-0.025843
-31.55067;137.12465;157.8;2599.64;0.013953
-31.55105;137.12455;158.4;2599.683;0.016667
-31.55126;137.1245;158.8;2599.707;0.014706
-31.55156;137.12444;159.3;2599.741;0.016667
-31.55193;137.12438;160;2599.783;0.0038462
-31.55217;137.12436;160.1;2599.809;0
-31.5525;137.12433;160.1;2599.846;-0.0033333
-31.55277;137.12433;160;2599.876;-0.011765
-31.55307;137.12433;159.6;2599.91;-0.0033333
-31.55361;137.12437;159.4;2599.97;0.015
-31.55379;137.12439;159.7;2599.99;0.0041667
-31.55422;137.12446;159.9;2600.038;-0.013043
-31.55482;137.12461;159;2600.107;-0.013636
-31.5552;137.12473;158.4;2600.151;-0.013043
-31.5554;137.1248;158.1;2600.174;-0.011111
-31.55578;137.12496;157.6;2600.219;-0.0095238
-31.55631;137.12521;157;2600.282;-0.0078125
-31.55683;137.12549;156.5;2600.346;0.017172
-31.557643;137.125922;158.2;2600.445;0
-31.558456;137.126353;158.2;2600.545;-0.0050505
-31.559269;137.126785;157.7;2600.644;-0.011111
-31.560082;137.127217;156.6;2600.743;-0.015
-31.560896;137.127649;155.1;2600.843;0.0010101
-31.561709;137.12808;155.2;2600.942;-0.0020202
-31.562522;137.128512;155;2601.041;0
-31.563335;137.128944;155;2601.141;-0.0050505
-31.564148;137.129376;154.5;2601.24;0.016162
-31.564961;137.129807;156.1;2601.339;0.007
-31.565774;137.130239;156.8;2601.439;0.010101
-31.566587;137.130671;157.8;2601.538;0.0030303
-31.5674;137.131102;158.1;2601.637;0.009
-31.568213;137.131534;159;2601.737;0.018182
-31.569027;137.131966;160.8;2601.836;0.022
-31.56984;137.132398;163;2601.936;0.0050505
-31.570653;137.132829;163.5;2602.035;0.016162
-31.571466;137.133261;165.1;2602.134;0.008
-31.572279;137.133693;165.9;2602.234;-0.011111
-31.573092;137.134124;164.8;2602.333;0.029293
-31.573905;137.134556;167.7;2602.432;0
-31.574718;137.134988;167.7;2602.532;-0.021212
-31.575531;137.13542;165.6;2602.631;-0.018182
-31.576344;137.135851;163.8;2602.73;-0.001
-31.577158;137.136283;163.7;2602.83;0.0080808
-31.577971;137.136715;164.5;2602.929;0.0050505
-31.578784;137.137147;165;2603.028;0.01
-31.579597;137.137578;166;2603.128;0.0050505
-31.58041;137.13801;166.5;2603.227;0.0125
-31.58067;137.13815;166.9;2603.259;0.0095238
-31.58102;137.13833;167.3;2603.301;0.010345
-31.5815;137.13857;167.9;2603.359;0
-31.58198;137.13881;167.9;2603.418;-0.0032787
-31.582495;137.139035;167.7;2603.479;-0.0032787
-31.58301;137.13926;167.5;2603.54;0.0044444
-31.58378;137.13955;167.9;2603.63;-0.0012987
-31.58445;137.13976;167.8;2603.707;-0.012121
-31.58503;137.139915;167;2603.773;-0.0044776
-31.58561;137.14007;166.7;2603.84;0.0027027
-31.58627;137.140205;166.9;2603.914;0.0026667
-31.58693;137.14034;167.1;2603.989;-0.01236
-31.587729;137.140461;166;2604.078;-0.018889
-31.588527;137.140582;164.3;2604.168;-0.013333
-31.589326;137.140704;163.1;2604.258;-0.013483
-31.590125;137.140825;161.9;2604.347;0.0011111
-31.590924;137.140946;162;2604.437;-0.011111
-31.591723;137.141067;161;2604.527;-0.031461
-31.592521;137.141189;158.2;2604.616;-0.0033333
-31.59332;137.14131;157.9;2604.706;-0.014286
-31.59419;137.141435;156.5;2604.804;-0.013402
-31.59506;137.14156;155.2;2604.901;-0.021053
-31.595906;137.141689;153.2;2604.996;-0.027368
-31.596752;137.141818;150.6;2605.091;-0.022105
-31.597598;137.141947;148.5;2605.186;-0.011579
-31.598444;137.142076;147.4;2605.281;0.0063158
-31.59929;137.142205;148;2605.376;0
-31.600136;137.142334;148;2605.471;-0.016842
-31.600982;137.142463;146.4;2605.566;-0.018947
-31.601828;137.142592;144.6;2605.661;-0.016842
-31.602674;137.142721;143;2605.756;-0.0021053
-31.60352;137.14285;142.8;2605.851;-0.023404
-31.604357;137.14298;140.6;2605.945;-0.020213
-31.605193;137.14311;138.7;2606.039;-0.01383
-31.60603;137.14324;137.4;2606.133;-0.015385
-31.60627;137.14327;137;2606.159;-0.0057143
-31.60689;137.14336;136.6;2606.229;-0.01
-31.60751;137.14345;135.9;2606.299;-0.0057971
-31.60813;137.14354;135.5;2606.368;-0.022917
-31.608983;137.14367;133.3;2606.464;-0.015625
-31.609837;137.1438;131.8;2606.56;-0.018947
-31.61069;137.14393;130;2606.655;-0.01087
-31.611502;137.144054;129;2606.747;-0.0010989
-31.612314;137.144178;128.9;2606.838;-0.01978
-31.613126;137.144302;127.1;2606.929;-0.024176
-31.613938;137.144426;124.9;2607.02;-0.014286
-31.61475;137.14455;123.6;2607.111;-0.016484
-31.615562;137.144674;122.1;2607.202;0
-31.616374;137.144798;122.1;2607.294;-0.012088
-31.617186;137.144922;121;2607.385;0
-31.617998;137.145046;121;2607.476;0.0021978
-31.61881;137.14517;121.2;2607.567;0.005
-31.619697;137.145304;121.7;2607.667;-0.011111
-31.620584;137.145438;120.6;2607.766;-0.015
-31.621471;137.145572;119.1;2607.866;-0.013131
-31.622358;137.145706;117.8;2607.965;0.015
-31.623245;137.14584;119.3;2608.065;0.011111
-31.624132;137.145974;120.4;2608.164;0
-31.625019;137.146108;120.4;2608.264;-0.013131
-31.625906;137.146242;119.1;2608.363;-0.009
-31.626793;137.146376;118.2;2608.463;0.006
-31.62768;137.14651;118.8;2608.563;-0.011957
-31.6285;137.146637;117.7;2608.655;-0.0097826
-31.62932;137.146763;116.8;2608.747;-0.016304
-31.63014;137.14689;115.3;2608.839;-0.0017241
-31.63066;137.14697;115.2;2608.897;0.0034483
-31.63118;137.14705;115.4;2608.955;-0.0076923
-31.63129;137.14707;115.3;2608.968;-0.0090909
-31.63168;137.14716;114.9;2609.012;0.0078431
-31.632135;137.14725;115.3;2609.063;0.0076923
-31.63259;137.14734;115.7;2609.115;0.0051724
-31.6331;137.14747;116;2609.173;-0.010256
-31.63378;137.14765;115.2;2609.251;-0.012245
-31.63464;137.1479;114;2609.349;0
-31.63465;137.1479;114;2609.35;0
-31.63536;137.14813;114;2609.432;-0.011628
-31.636098;137.148388;113;2609.518;-0.013953
-31.636837;137.148647;111.8;2609.604;-0.02907
-31.637575;137.148905;109.3;2609.69;-0.022353
-31.638313;137.149163;107.4;2609.775;-0.0023256
-31.639052;137.149422;107.2;2609.861;0.0034884
-31.63979;137.14968;107.5;2609.947;-0.0034091
-31.640547;137.149943;107.2;2610.035;0.014773
-31.641303;137.150207;108.5;2610.123;0.0034483
-31.64206;137.15047;108.8;2610.21;-0.010256
-31.642728;137.150705;108;2610.288;0
-31.643395;137.15094;108;2610.366;0
-31.644063;137.151175;108;2610.443;0
-31.64473;137.15141;108;2610.521;-0.0083333
-31.645565;137.151695;107.2;2610.617;-0.012371
-31.6464;137.15198;106;2610.714;-0.0042553
-31.647204;137.152262;105.6;2610.808;0.0032258
-31.648007;137.152544;105.9;2610.901;0.0053763
-31.648811;137.152825;106.4;2610.994;0
-31.649615;137.153107;106.4;2611.088;0.0053763
-31.650418;137.153389;106.9;2611.181;0.0032258
-31.651222;137.153671;107.2;2611.274;-0.0053191
-31.652025;137.153953;106.7;2611.368;-0.0021505
-31.652829;137.154235;106.5;2611.461;-0.0021277
-31.653633;137.154516;106.3;2611.555;-0.013978
-31.654436;137.154798;105;2611.648;0.0043011
-31.65524;137.15508;105.4;2611.741;0.025455
-31.65571;137.15525;106.8;2611.796;0.002381
-31.65642;137.15554;107;2611.88;0
-31.65695;137.15577;107;2611.943;0.0090909
-31.6575;137.15603;107.6;2612.009;0.0086957
-31.65807;137.156335;108.2;2612.078;0
-31.65864;137.15664;108.2;2612.148;0.014925
-31.65918;137.15696;109.2;2612.215;0.027778
-31.65947;137.15713;110.2;2612.251;0.0081081
-31.66005;137.15751;110.8;2612.325;-0.012162
-31.66063;137.15789;109.9;2612.399;-0.012162
-31.66121;137.15827;109;2612.473;-0.0010638
-31.661943;137.158751;108.9;2612.567;-0.030108
-31.662676;137.159233;106.1;2612.66;0.0085106
-31.663409;137.159714;106.9;2612.754;-0.011828
-31.664141;137.160196;105.8;2612.847;-0.0095745
-31.664874;137.160677;104.9;2612.941;-0.0032258
-31.665607;137.161159;104.6;2613.034;-0.0096774
-31.66634;137.16164;103.7;2613.127;-0.0020619
-31.667098;137.162138;103.5;2613.224;-0.020619
-31.667856;137.162636;101.5;2613.321;-0.013542
-31.668614;137.163134;100.2;2613.417;-0.0020619
-31.669372;137.163632;100;2613.514;-0.015464
-31.67013;137.16413;98.5;2613.611;-0.023711
-31.670888;137.164628;96.2;2613.708;0
-31.671646;137.165126;96.2;2613.804;-0.0020619
-31.672404;137.165624;96;2613.901;-0.0061856
-31.673162;137.166122;95.4;2613.998;-0.00625
-31.67392;137.16662;94.8;2614.094;-0.0013158
-31.674508;137.167018;94.7;2614.17;-0.018667
-31.675095;137.167415;93.3;2614.245;-0.021053
-31.675682;137.167813;91.7;2614.321;-0.034667
-31.67627;137.16821;89.1;2614.396;-0.022472
-31.67693;137.16874;87.1;2614.485;-0.010145
-31.67742;137.16918;86.4;2614.554;-0.016667
-31.67788;137.16962;85.3;2614.62;-0.030769
-31.67831;137.170085;83.3;2614.685;-0.013846
-31.67874;137.17055;82.4;2614.75;-0.0018519
-31.679075;137.17096;82.3;2614.804;-0.016667
-31.67941;137.17137;81.4;2614.858;-0.02
-31.67944;137.17142;81.3;2614.863;-0.0033898
-31.67978;137.17189;81.1;2614.922;0.02931
-31.68012;137.17236;82.8;2614.98;0.0035088
-31.68042;137.17284;83;2615.037;0.0014493
-31.68078;137.17344;83.1;2615.106;0.019643
-31.681045;137.173945;84.2;2615.162;0.0052632
-31.68131;137.17445;84.5;2615.219;0.014286
-31.68134;137.17452;84.6;2615.226;-0.0014085
-31.68165;137.17518;84.5;2615.297;-0.0014286
-31.68192;137.17584;84.4;2615.367;-0.0076923
-31.68211;137.176345;84;2615.419;0
-31.6823;137.17685;84;2615.471;0.01
-31.682475;137.177445;84.6;2615.531;0.036667
-31.68265;137.17804;86.8;2615.591;0.021154
-31.68278;137.178575;87.9;2615.643;0.015094
-31.68291;137.17911;88.7;2615.696;0.015854
-31.68307;137.17995;90;2615.778;0.012346
-31.683194;137.1808;91;2615.859;0.0085366
-31.683318;137.18165;91.7;2615.941;-0.002439
-31.683442;137.1825;91.5;2616.023;-0.011111
-31.683566;137.18335;90.6;2616.104;-0.012195
-31.68369;137.1842;89.6;2616.186;-0.045556
-31.68383;137.18513;85.5;2616.276;-0.017347
-31.68399;137.18615;83.8;2616.374;0.0040816
-31.68415;137.18717;84.2;2616.472;-0.010204
-31.68431;137.18819;83.2;2616.57;-0.024074
-31.68441;137.188745;81.9;2616.624;-0.022222
-31.68451;137.1893;80.7;2616.678;-0.012698
-31.684655;137.18994;79.9;2616.741;0.0032258
-31.6848;137.19058;80.1;2616.803;0.008046
-31.68503;137.19145;80.8;2616.89;-0.0018868
-31.685185;137.19198;80.7;2616.943;-0.013208
-31.68534;137.19251;80;2616.996;0.01358
-31.68561;137.19331;81.1;2617.077;-0.0028169
-31.68586;137.194;80.9;2617.148;-0.013725
-31.68605;137.194485;80.2;2617.199;0.01
-31.68624;137.19497;80.7;2617.249;0.030882
-31.68652;137.1956;82.8;2617.317;0.034783
-31.68671;137.19603;84.4;2617.363;0.023171
-31.68706;137.19679;86.3;2617.445;0.013131
-31.68753;137.19768;87.6;2617.544;0.015
-31.68783;137.198205;88.5;2617.604;0.016667
-31.68813;137.19873;89.5;2617.664;0.0064103
-31.688555;137.199395;90;2617.742;-0.0012658
-31.68898;137.20006;89.9;2617.821;-0.010526
-31.689415;137.20067;89.1;2617.897;0.004
-31.68985;137.20128;89.4;2617.972;0.0035714
-31.6902;137.20171;89.6;2618.028;0.0070175
-31.69055;137.20214;90;2618.085;-0.011392
-31.69107;137.20272;89.1;2618.164;0.00125
-31.69159;137.2033;89.2;2618.244;-0.012963
-31.691955;137.20367;88.5;2618.298;-0.014815
-31.69232;137.20404;87.7;2618.352;-0.010227
-31.69294;137.20462;86.8;2618.44;-0.0050847
-31.69336;137.205;86.5;2618.499;-0.0021978
-31.69401;137.20559;86.3;2618.59;-0.018478
-31.69466;137.20618;84.6;2618.682;-0.016484
-31.69531;137.20677;83.1;2618.773;-0.02069
-31.69571;137.20716;81.9;2618.831;-0.01413
-31.69635;137.20778;80.6;2618.923;-0.013158
-31.6966;137.20805;80.1;2618.961;-0.0087719
-31.696965;137.20847;79.6;2619.018;-0.019298
-31.69733;137.20889;78.5;2619.075;-0.016279
-31.697845;137.209565;77.1;2619.161;-0.023256
-31.69836;137.21024;75.1;2619.247;-0.026415
-31.69864;137.2107;73.7;2619.3;-0.012963
-31.69892;137.21116;73;2619.354;-0.0043956
-31.69941;137.21194;72.6;2619.445;0.011111
-31.699705;137.212505;73.3;2619.508;0.019048
-31.7;137.21307;74.5;2619.571;0.0092593
-31.70023;137.213575;75;2619.625;0.0036364
-31.70046;137.21408;75.2;2619.68;-0.0051724
-31.70068;137.214635;74.9;2619.738;-0.02069
-31.7009;137.21519;73.7;2619.796;-0.012903
-31.7011;137.215805;72.9;2619.858;0
-31.7013;137.21642;72.9;2619.92;-0.024468
-31.701583;137.21735;70.6;2620.014;-0.01828
-31.701867;137.21828;68.9;2620.107;-0.011702
-31.70215;137.21921;67.8;2620.201;-0.026786
-31.70232;137.21977;66.3;2620.257;-0.029825
-31.70249;137.22034;64.6;2620.314;-0.022857
-31.70275;137.22101;63;2620.384;0.0082353
-31.70311;137.2218;63.7;2620.469;0.038182
-31.703375;137.222295;65.8;2620.524;0.039286
-31.70364;137.22279;68;2620.58;-0.0051282
-31.70406;137.22345;67.6;2620.658;-0.015625
-31.70463;137.22421;66.1;2620.754;-0.023864
-31.70519;137.22487;64;2620.842;0.0080645
-31.70561;137.2253;64.5;2620.904;0.014035
-31.70602;137.225655;65.3;2620.961;0.010526
-31.70643;137.22601;65.9;2621.018;0.010526
-31.70686;137.22634;66.5;2621.075;0.022353
-31.70753;137.22677;68.4;2621.16;0.023457
-31.70819;137.22714;70.3;2621.241;0.026316
-31.70882;137.22744;72.3;2621.317;0.021154
-31.70927;137.22761;73.4;2621.369;0.011321
-31.70972;137.22778;74;2621.422;0.014667
-31.71038;137.22795;75.1;2621.497;0.016667
-31.71091;137.22806;76.1;2621.557;0.018868
-31.71138;137.22814;77.1;2621.61;0.01
-31.712185;137.22822;78;2621.7;0.0011111
-31.71299;137.2283;78.1;2621.79;0.004
-31.713435;137.22838;78.3;2621.84;0.002
-31.71388;137.22846;78.4;2621.89;0.0071429
-31.71437;137.228595;78.8;2621.946;0.0089286
-31.71486;137.22873;79.3;2622.002;0.035714
-31.71546;137.22893;81.8;2622.072;0.014118
-31.71619;137.22922;83;2622.157;0
-31.71661;137.22943;83;2622.208;0
-31.71703;137.22964;83;2622.259;0
-31.71777;137.23006;83;2622.35;0
-31.71802;137.23022;83;2622.382;0.0090909
-31.71828;137.23039;83.3;2622.415;0.019355
-31.71875;137.23073;84.5;2622.477;0.0067797
-31.71919;137.23108;84.9;2622.536;-0.013542
-31.719888;137.231675;83.6;2622.632;-0.010417
-31.720585;137.232269;82.6;2622.728;0.0020833
-31.721283;137.232864;82.8;2622.824;0.0042105
-31.721981;137.233458;83.2;2622.919;-0.00625
-31.722678;137.234053;82.6;2623.015;-0.00625
-31.723376;137.234648;82;2623.111;-0.0020833
-31.724074;137.235242;81.8;2623.207;-0.0072917
-31.724772;137.235837;81.1;2623.303;0.0041667
-31.725469;137.236432;81.5;2623.399;-0.0010417
-31.726167;137.237026;81.4;2623.495;0.0083333
-31.726865;137.237621;82.2;2623.591;0.0010417
-31.727562;137.238215;82.3;2623.687;0.00625
-31.72826;137.23881;82.9;2623.783;0.02
-31.728957;137.239399;84.8;2623.878;-0.010417
-31.729654;137.239987;83.8;2623.974;-0.0094737
-31.730351;137.240576;82.9;2624.069;-0.0020833
-31.731049;137.241164;82.7;2624.165;0.010417
-31.731746;137.241753;83.7;2624.261;0.0052632
-31.732443;137.242341;84.2;2624.356;-0.0020833
-31.73314;137.24293;84;2624.452;0.0065789
-31.733685;137.243418;84.5;2624.528;0.018421
-31.73423;137.243905;85.9;2624.604;0
-31.734775;137.244393;85.9;2624.68;-0.01039
-31.73532;137.24488;85.1;2624.757;-0.0013158
-31.735843;137.245402;85;2624.833;0.0052632
-31.736365;137.245925;85.4;2624.909;0.01039
-31.736887;137.246448;86.2;2624.986;0.0052632
-31.73741;137.24697;86.6;2625.062;0.0072165
-31.738055;137.247655;87.3;2625.159;0.003125
-31.7387;137.24834;87.6;2625.255;0.001087
-31.73929;137.249015;87.7;2625.347;0.0032609
-31.73988;137.24969;88;2625.439;0.005814
-31.740432;137.250337;88.5;2625.525;-0.0068966
-31.740983;137.250983;87.9;2625.612;-0.0057471
-31.741535;137.25163;87.4;2625.699;0.028736
-31.742087;137.252277;89.9;2625.786;0.005814
-31.742638;137.252923;90.4;2625.872;-0.0091954
-31.74319;137.25357;89.6;2625.959;-0.0091837
-31.74382;137.254298;88.7;2626.057;0.0060606
-31.74445;137.255027;89.3;2626.156;0.016327
-31.74508;137.255755;90.9;2626.254;-0.0071429
-31.74571;137.256483;90.2;2626.352;0.0010101
-31.74634;137.257212;90.3;2626.451;0.011224
-31.74697;137.25794;91.4;2626.549;0.010204
-31.7476;137.258668;92.4;2626.647;0.015152
-31.74823;137.259397;93.9;2626.746;-0.005102
-31.74886;137.260125;93.4;2626.844;-0.0091837
-31.74949;137.260853;92.5;2626.942;0.0060606
-31.75012;137.261582;93.1;2627.041;0.0010204
-31.75075;137.26231;93.2;2627.139;0.0081633
-31.75138;137.263038;94;2627.237;0.015152
-31.75201;137.263767;95.5;2627.336;-0.015306
-31.75264;137.264495;94;2627.434;0.010101
-31.75327;137.265223;95;2627.533;0.0010204
-31.7539;137.265952;95.1;2627.631;0.010204
-31.75453;137.26668;96.1;2627.729;0.0090909
